run_time route_length status explorated_area unexplorated_area
135 1349 success 608 0
167 1666 success 608 0
148 1479 success 607 0
142 1419 success 609 0
152 1517 success 608 0
148 1477 success 607 0
145 1446 success 607 0
152 1520 success 610 0
149 1490 success 611 0
179 1788 success 611 0
135 1347 success 607 0
155 1546 success 609 0
166 1658 success 607 0
142 1420 success 609 0
137 1369 success 607 0
146 1458 success 608 0
156 1558 success 609 0
152 1518 success 606 0
142 1416 success 608 0
137 1369 success 607 0
164 1635 success 609 0
145 1447 success 610 0
156 1558 success 607 0
135 1347 success 606 0
156 1557 success 609 0
159 1586 success 607 0
170 1697 success 606 0
146 1459 success 608 0
144 1439 success 608 0
140 1399 success 607 0
175 1747 success 608 0
142 1420 success 607 0
147 1467 success 608 0
140 1399 success 610 0
129 1288 success 608 0
127 1268 success 608 0
141 1408 success 608 0
163 1629 success 608 0
149 1488 success 608 0
158 1578 success 606 0
164 1639 success 609 0
141 1405 success 606 0
142 1418 success 608 0
138 1380 success 608 0
165 1646 success 608 0
143 1429 success 608 0
132 1319 success 606 0
150 1499 success 606 0
140 1398 success 608 0
136 1359 success 607 0
Success statistics information
MEAN
run_time              148.44
route_length         1482.36
explorated_area       607.86
unexplorated_area       0.00
dtype: float64
STANDARD
run_time              11.935473
route_length         118.943952
explorated_area        1.245564
unexplorated_area      0.000000
dtype: float64
Block statistics information
MEAN
run_time            NaN
route_length        NaN
explorated_area     NaN
unexplorated_area   NaN
dtype: float64
STANDARD
run_time            NaN
route_length        NaN
explorated_area     NaN
unexplorated_area   NaN
dtype: float64
Total run 50 rounds
Success 50 rounds 100.0%
Fail 0 rounds 0.0%
