run_time route_length status explorated_area unexplorated_area
274 1643 success 611 0
385 2309 success 611 0
277 1662 success 610 0
311 1866 success 610 0
306 1835 success 610 0
318 1907 success 610 0
342 2051 success 610 0
481 2885 success 611 0
257 1542 success 610 0
549 3292 success 610 0
270 1619 success 611 0
445 2668 success 611 0
1000 5999 block 602 9
447 2679 success 611 0
390 2338 success 611 0
438 2627 success 611 0
330 1980 success 611 0
282 1692 success 610 0
382 2291 success 611 0
281 1685 success 611 0
282 1692 success 610 0
347 2081 success 610 0
376 2256 success 611 0
310 1858 success 610 0
316 1896 success 611 0
669 4012 success 611 0
370 2219 success 610 0
350 2098 success 610 0
361 2165 success 610 0
240 1437 success 610 0
276 1655 success 611 0
631 3785 success 611 0
321 1925 success 610 0
347 2082 success 612 0
250 1498 success 610 0
332 1990 success 610 0
341 2045 success 610 0
498 2986 success 610 0
317 1901 success 610 0
254 1523 success 611 0
325 1949 success 610 0
287 1721 success 610 0
278 1668 success 611 0
340 2040 success 610 0
489 2934 success 611 0
854 5122 success 611 0
334 2004 success 610 0
366 2196 success 612 0
619 3711 success 610 0
256 1535 success 611 0
Success statistics information
MEAN
run_time              369.408163
route_length         2215.408163
explorated_area       610.510204
unexplorated_area       0.000000
dtype: float64
STANDARD
run_time             122.821673
route_length         736.602220
explorated_area        0.581752
unexplorated_area      0.000000
dtype: float64
Block statistics information
MEAN
run_time             1000.0
route_length         5999.0
explorated_area       602.0
unexplorated_area       9.0
dtype: float64
STANDARD
run_time            NaN
route_length        NaN
explorated_area     NaN
unexplorated_area   NaN
dtype: float64
Total run 50 rounds
Success 49 rounds 98.0%
Fail 1 rounds 2.0%
