run_time route_length status explorated_area unexplorated_area
160 479 block 610 2
148 717 success 612 0
114 496 success 611 0
114 426 success 610 0
112 470 success 610 0
101 495 success 611 0
348 532 block 604 7
227 462 block 604 8
85 409 success 610 0
111 443 success 610 0
93 482 success 610 0
142 383 success 610 0
129 586 success 610 0
86 463 success 610 0
1000 978 block 602 11
94 477 success 611 0
119 464 success 611 0
205 758 success 613 0
111 489 success 612 0
288 663 success 612 0
101 516 success 610 0
180 627 success 611 0
141 632 success 613 0
139 418 block 574 38
224 555 block 602 9
131 435 success 612 0
243 737 block 613 1
502 1155 block 610 2
126 581 success 610 0
99 458 success 610 0
96 492 success 612 0
102 470 success 611 0
160 476 block 605 7
152 416 block 604 7
1000 1641 block 605 8
1000 1237 block 610 4
105 509 success 611 0
109 440 success 610 0
155 499 block 609 3
200 508 block 612 1
94 418 success 610 0
165 616 success 611 0
147 412 block 595 17
178 499 block 595 17
1000 748 block 608 5
81 395 success 610 0
100 439 success 610 0
183 601 success 611 0
152 500 block 606 6
123 475 success 612 0
Success statistics information
MEAN
run_time             124.62500
route_length         510.15625
explorated_area      610.84375
unexplorated_area      0.00000
dtype: float64
STANDARD
run_time             42.276166
route_length         94.416411
explorated_area       0.954087
unexplorated_area     0.000000
dtype: float64
Block statistics information
MEAN
run_time             388.166667
route_length         680.666667
explorated_area      603.777778
unexplorated_area      8.500000
dtype: float64
STANDARD
run_time             347.748092
route_length         348.172033
explorated_area        8.974182
unexplorated_area      8.726228
dtype: float64
Total run 50 rounds
Success 32 rounds 64.0%
Fail 18 rounds 36.0%
